description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name,lcms_name,submitter_id,lcms_extraction_protocol
"Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA",['gold:Gb0240062'],nmdc:bsm-11-bxssfc25,SAMEA7724201,"Temperate coniferous forest soil microbial communities from Oregon, Lane County, USA - Myrold5.soil.7.HJADF1",Myrold5.soil.7.HJADF1,,qiita_sid_13114:13114.myrold.5.s007,
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240112'],nmdc:bsm-11-bym9nf95,SAMEA7723901,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Edge.1.1.8.10",King27.Edge.1.1.8.10,,qiita_sid_13114:13114.king.27.s002,
"Seawater microbial communities from North Pacific Ocean, Mexico",['gold:Gb0297431'],nmdc:bsm-11-bz8t9f58,SAMEA7723999,"Seawater microbial communities from North Pacific Ocean, Mexico - 13114.stewart.26.s001",13114.stewart.26.s001,,qiita_sid_13114:13114.stewart.26.s001,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315575'],nmdc:bsm-11-bzzy1y17,SAMEA7724366,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3A",13114.BLANK4.3A,,qiita_sid_13114:13114.BLANK4.3A,
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297422'],nmdc:bsm-11-c5kz5357,SAMEA7723962,"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s018",13114.rohwer.85.s018,,qiita_sid_13114:13114.rohwer.85.s018,
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239920'],nmdc:bsm-11-c6kr7990,SAMEA7724299,"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen06.14102015",,,qiita_sid_13114:13114.shade.23.s003,Bulk_Seed_PNNL
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315998'],nmdc:bsm-11-c7pw9t22,SAMEA7724151,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s027",13114.mousseau.88.s027,,qiita_sid_13114:13114.mousseau.88.s027,
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240129'],nmdc:bsm-11-c98ze379,SAMEA7724106,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Thermal.2.8.10",King27.Thermal.2.8.10,,qiita_sid_13114:13114.king.27.s019,Bulk_201901_UCSD
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315661'],nmdc:bsm-11-c9hs3y87,SAMEA7724325,"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s004",,,qiita_sid_13114:13114.stegen.37.s004,
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240005'],nmdc:bsm-11-ca72ag06,SAMEA7724273,"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.7.3",Schmidt56.soil.Peru.7.3,,qiita_sid_13114:13114.schmidt.56.s017,Bulk_Seed_PNNL
"Fecal microbial communities from prevost's squirrel in National Zoo, Maryland, USA",['gold:Gb0315967'],nmdc:bsm-11-cap69m58,SAMEA7723982,"Fecal microbial communities from prevost's squirrel in National Zoo, Maryland, USA - 13114.song.51.s013",13114.song.51.s013,,qiita_sid_13114:13114.song.51.s013,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315899'],nmdc:bsm-11-carq0d43,SAMEA7723618,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s002",13114.mousseau.88.s002,5E1_4_11_mousseau-88-s002-a02,qiita_sid_13114:13114.mousseau.88.s002,Bulk_201901_UCSD
"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati",['gold:Gb0297351'],nmdc:bsm-11-cckmzv18,SAMEA7723509,"Green algae microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s004",13114.smith.39.s004,,qiita_sid_13114:13114.smith.39.s004,
"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean",['gold:Gb0297417'],nmdc:bsm-11-cecn0k17,SAMEA7723957,"Marine sediment microbial communities from Iberian Abyssal Plain, Atlantic Ocean - 13114.rohwer.85.s001",13114.rohwer.85.s001,,qiita_sid_13114:13114.rohwer.85.s001,
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297478'],nmdc:bsm-11-cgam0e50,SAMEA7724376,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s054",13114.thomas.19.s054,,qiita_sid_13114:13114.thomas.19.s054,
"Coalbed water microbial communities from mine in Alaska, USA",['gold:Gb0315461'],nmdc:bsm-11-cj7vfc97,SAMEA7724043,"Coalbed water microbial communities from mine in Alaska, USA - 13114.tucker.58.s012",13114.tucker.58.s012,,qiita_sid_13114:13114.tucker.58.s012,
"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia",['gold:Gb0315825'],nmdc:bsm-11-cmesvc96,SAMEA7723713,"Sponge tissue microbial communities from Bare Island, Botany Bay, New South Wales, Australia - 13114.thomas.18.s035",13114.thomas.18.s035,4C12_1_15_thomas-18-s035-a04,qiita_sid_13114:13114.thomas.18.s035,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315801'],nmdc:bsm-11-cnwpfb50,SAMEA7723689,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s001",13114.thomas.18.s001,4E12_7_1_thomas-18-s001-a04,qiita_sid_13114:13114.thomas.18.s001,Bulk_201901_UCSD
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297456'],nmdc:bsm-11-cp09te46,SAMEA7724039,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s024",13114.thomas.19.s024,,qiita_sid_13114:13114.thomas.19.s024,
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239979'],nmdc:bsm-11-cp0nzt11,SAMEA7724248,"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.15.SO2.s1",RoyChowdhury45.soil.15.SO2.s1,,qiita_sid_13114:13114.roy.chowdhury.45.s015,
"Montane desert soil microbial communities from Mustang Region, Nepal",['gold:Gb0240002'],nmdc:bsm-11-cp8crw45,SAMEA7724270,"Montane desert soil microbial communities from Mustang Region, Nepal - Schmidt56.soil.Nepal.NearCoral",,,qiita_sid_13114:13114.schmidt.56.s014,Bulk_Seed_PNNL
"Lake sediment microbial communities from Hampden County, Massachusetts, USA",['gold:Gb0315767'],nmdc:bsm-11-cpx7e317,SAMEA7723850,"Lake sediment microbial communities from Hampden County, Massachusetts, USA - 13114.berry.2.s003",13114.berry.2.s003,,qiita_sid_13114:13114.berry.2.s003,
"Stingless bee honey microbial communities from Puerto Viejo, Costa Rica",['gold:Gb0315688'],nmdc:bsm-11-cqkwsa24,SAMEA7723472,"Stingless bee honey microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s022",13114.pinto.63.s022,4B4_2_79_pinto-63-s022-a04,qiita_sid_13114:13114.pinto.63.s022,Bulk_201901_UCSD
"Temperate shrubland soil microbial communities from Oregon, Josephine County, USA",['gold:Gb0240084'],nmdc:bsm-11-cr68f527,SAMEA7724228,"Temperate shrubland soil microbial communities from Oregon, Josephine County, USA - Myrold59.soil.22.NRCS0526",,,qiita_sid_13114:13114.myrold.59.s022,Bulk_Seed_PNNL
"Fecal microbial communities from cassowary in National Zoo, Maryland, USA",['gold:Gb0315983'],nmdc:bsm-11-crdrx267,SAMEA7723998,"Fecal microbial communities from cassowary in National Zoo, Maryland, USA - 13114.song.53.s015",13114.song.53.s015,,qiita_sid_13114:13114.song.53.s015,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315934'],nmdc:bsm-11-ct7z7j55,SAMEA7723653,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s071",13114.mousseau.88.s071,5H11_4_66_mousseau-88-s071-a02,qiita_sid_13114:13114.mousseau.88.s071,Bulk_201901_UCSD
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240013'],nmdc:bsm-11-ctzkss91,SAMEA7724281,"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.3",,,qiita_sid_13114:13114.schmidt.56.s025,Bulk_Seed_PNNL
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240051'],nmdc:bsm-11-cv6r0n34,SAMEA7724347,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T7.20m",,,qiita_sid_13114:13114.stegen.38.s016,
"Sediment microbial communities from Columbia River, Richland, WA, USA",['gold:Gb0315663'],nmdc:bsm-11-cxnjb302,SAMEA7724327,"Sediment microbial communities from Columbia River, Richland, WA, USA - 13114.stegen.37.s006",13114.stegen.37.s006,,qiita_sid_13114:13114.stegen.37.s006,
"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica",['gold:Gb0315682'],nmdc:bsm-11-d088ph59,SAMEA7723678,"Zompopas fungus garden dump microbial communities from Carara National Park, Costa Rica - 13114.pinto.63.s009",13114.pinto.63.s009,4C7_3_80_pinto-63-s009-a04,qiita_sid_13114:13114.pinto.63.s009,Bulk_201901_UCSD
"Stingless bee honey microbial communities from Puerto Viejo, Costa Rica",['gold:Gb0315689'],nmdc:bsm-11-d0qkb097,SAMEA7723475,"Stingless bee honey microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s026",13114.pinto.63.s026,4A7_2_36_pinto-63-s026-a03,qiita_sid_13114:13114.pinto.63.s026,Bulk_201901_UCSD
"Marine sediment microbial communities from Northeast Pacific Ocean, San Diego, California, Pacific Ocean",['gold:Gb0297390'],nmdc:bsm-11-d25r6p51,SAMEA7723896,"Marine sediment microbial communities from Northeast Pacific Ocean, San Diego, California, Pacific Ocean - 13114.jensen.43.s007",13114.jensen.43.s007,,qiita_sid_13114:13114.jensen.43.s007,
"Fecal microbial communities from cattle in Zomba, Malawi",['gold:Gb0315866'],nmdc:bsm-11-d3e8jh34,SAMEA7723456,"Fecal microbial communities from cattle in Zomba, Malawi - 13114.minich.76.s002",13114.minich.76.s002,5B2_2_66_minich-76-s002-a04,qiita_sid_13114:13114.minich.76.s002,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315853'],nmdc:bsm-11-d4fmv611,SAMEA7724014,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s022",13114.thomas.18.s022,,qiita_sid_13114:13114.thomas.18.s022,
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239985'],nmdc:bsm-11-d4qctw23,SAMEA7724253,"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.21.SO4.1",RoyChowdhury45.soil.21.SO4.1,,qiita_sid_13114:13114.roy.chowdhury.45.s021,
"Temperate coniferous forest soil microbial communities from Oregon, Grant County, USA",['gold:Gb0240055'],nmdc:bsm-11-d6yrc334,SAMEA7724220,"Temperate coniferous forest soil microbial communities from Oregon, Grant County, USA - Myrold59.soil.14.NRCS0331",Myrold59.soil.14.NRCS0331,,qiita_sid_13114:13114.myrold.59.s014,Bulk_Seed_PNNL
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316008'],nmdc:bsm-11-dbjnkh38,SAMEA7724161,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s046",13114.mousseau.88.s046,,qiita_sid_13114:13114.mousseau.88.s046,Bulk_201901_UCSD
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240035'],nmdc:bsm-11-dbr4yn11,SAMEA7724321,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.104m",,,qiita_sid_13114:13114.stegen.36.s015,Bulk_Seed_PNNL
"Seawater microbial communities from North Pacific Ocean, Mexico",['gold:Gb0297436'],nmdc:bsm-11-dcra8905,SAMEA7724004,"Seawater microbial communities from North Pacific Ocean, Mexico - 13114.stewart.26.s008",13114.stewart.26.s008,,qiita_sid_13114:13114.stewart.26.s008,
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240125'],nmdc:bsm-11-dcrnt111,SAMEA7724105,"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Forest.3.8.10",King27.Forest.3.8.10,,qiita_sid_13114:13114.king.27.s015,Bulk_201901_UCSD
"Fish gut microbial communities Starbuck Island, Republic of Kiribati",['gold:Gb0315655'],nmdc:bsm-11-dd2wy976,SAMEA7723969,"Fish gut microbial communities Starbuck Island, Republic of Kiribati - 13114.sandin.54.s012",13114.sandin.54.s012,,qiita_sid_13114:13114.sandin.54.s012,
"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean",['gold:Gb0239930'],nmdc:bsm-11-ddktn754,SAMEA7723947,"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLH4",Rohwer84.arctic.glacier.soil.FJLH4,,qiita_sid_13114:13114.rohwer.84.s004,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316000'],nmdc:bsm-11-de2n0r50,SAMEA7724153,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s030",13114.mousseau.88.s030,,qiita_sid_13114:13114.mousseau.88.s030,Bulk_201901_UCSD
"Marine sediment microbial communities from Northeast Pacific Ocean, San Diego, California, Pacific Ocean",['gold:Gb0297391'],nmdc:bsm-11-dev30993,SAMEA7723897,"Marine sediment microbial communities from Northeast Pacific Ocean, San Diego, California, Pacific Ocean - 13114.jensen.43.s010",13114.jensen.43.s010,,qiita_sid_13114:13114.jensen.43.s010,
"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA",['gold:Gb0297383'],nmdc:bsm-11-df188806,SAMEA7723874,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s007",13114.bowen.74.s007,,qiita_sid_13114:13114.bowen.74.s007,
"Salt marsh sediment microbial communities from Plum Island. Massachusetts, , USA",['gold:Gb0297368'],nmdc:bsm-11-dg5nfe27,SAMEA7723605,"Salt marsh sediment microbial communities from Plum Island, Massachusetts, USA - 13114.bowen.74.s016",13114.bowen.74.s016,1G6_2_77_bowen-74-s016-a04,qiita_sid_13114:13114.bowen.74.s016,Bulk_201901_UCSD
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315921'],nmdc:bsm-11-dhaxq973,SAMEA7723640,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s049",13114.mousseau.88.s049,6B1_4_80_mousseau-88-s049-a02,qiita_sid_13114:13114.mousseau.88.s049,Bulk_201901_UCSD
"Marine sediment microbial communities from Northwest Pacific Ocean, Northern Mariana Islands",['gold:Gb0297328'],nmdc:bsm-11-dhjgvh69,SAMEA7723425,"Marine sediment microbial communities from Northwest Pacific Ocean, Northern Mariana Islands - 13114.jensen.43.s015",13114.jensen.43.s015,2B3_3_50_jensen-43-s015-a04,qiita_sid_13114:13114.jensen.43.s015,Bulk_201901_UCSD
"Lake sediment microbial communities from Norfolk County, Massachusetts, USA",['gold:Gb0315772'],nmdc:bsm-11-dk398583,SAMEA7723855,"Lake sediment microbial communities from Norfolk County, Massachusetts, USA - 13114.berry.2.s018",13114.berry.2.s018,,qiita_sid_13114:13114.berry.2.s018,
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240048'],nmdc:bsm-11-dkcmr758,SAMEA7724344,"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T7.0m",,,qiita_sid_13114:13114.stegen.38.s013,
"Coal microbial communities from mine in West Virginia, USA",['gold:Gb0315456'],nmdc:bsm-11-dmrhp126,SAMEA7723737,"Coal microbial communities from mine in West Virginia, USA - 13114.tucker.58.s004",13114.tucker.58.s004,3D6_6_35_tucker-58-s004-a03,qiita_sid_13114:13114.tucker.58.s004,Filter_201901_UCSD
Marine sediment microbial communities from Northeast Atlantic Ocean,['gold:Gb0297320'],nmdc:bsm-11-dmyt2e94,SAMEA7723417,Marine sediment microbial communities from Northeast Atlantic Ocean - 13114.jensen.43.s001,13114.jensen.43.s001,2C1_3_81_jensen-43-s001-a04,qiita_sid_13114:13114.jensen.43.s001,Bulk_201901_UCSD
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315828'],nmdc:bsm-11-dn2br573,SAMEA7723716,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s038",13114.thomas.18.s038,4C10_1_7_thomas-18-s038-a04,qiita_sid_13114:13114.thomas.18.s038,Bulk_201901_UCSD
"Activated sludge microbial communities from Salt Lake City, Utah, USA",['gold:Gb0315432'],nmdc:bsm-11-dpgj1057,SAMEA7724135,"Activated sludge microbial communities from Salt Lake City, Utah, USA - 13114.mcmahon.21.s016",13114.mcmahon.21.s016,,qiita_sid_13114:13114.mcmahon.21.s016,
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315820'],nmdc:bsm-11-dqth3s86,SAMEA7723708,"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s030",13114.thomas.18.s030,4G3_7_24_thomas-18-s030-a03,qiita_sid_13114:13114.thomas.18.s030,Bulk_201901_UCSD
"Fecal microbial communities from cuban crocodile in National Zoo, Maryland, USA",['gold:Gb0315883'],nmdc:bsm-11-dsn56c20,SAMEA7723525,"Fecal microbial communities from cuban crocodile in National Zoo, Maryland, USA - 13114.song.52.s011",13114.song.52.s011,7G9_8_69_song-52-s011-a04,qiita_sid_13114:13114.song.52.s011,Swabs_201901_UCSD
"Coalbed water microbial communities from mine in Virginia, USA",['gold:Gb0315459'],nmdc:bsm-11-dsw66p12,SAMEA7723550,"Coalbed water microbial communities from mine in Virginia, USA - 13114.tucker.58.s013",13114.tucker.58.s013,3A9_6_5_tucker-58-s013-a03,qiita_sid_13114:13114.tucker.58.s013,Filter_201901_UCSD
"Temperate grassland soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240082'],nmdc:bsm-11-dvcp2j20,SAMEA7723450,"Temperate grassland soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.G.soil.T4.1",Metcalf40.10141.G.soil.T4.1,1A9_1_11_metcalf-40-s011-a04,qiita_sid_13114:13114.metcalf.40.s011,Bulk_201901_UCSD
"Fecal microbial communities from paraguay horned frog in Atlanta Zoo, Georgia, USA",['gold:Gb0315976'],nmdc:bsm-11-dzcbm153,SAMEA7723991,"Fecal microbial communities from paraguay horned frog in Atlanta Zoo, Georgia, USA - 13114.song.52.s012",13114.song.52.s012,,qiita_sid_13114:13114.song.52.s012,
Banana cropland soil microbial communities from Singapore,['gold:Gb0239935'],nmdc:bsm-11-e1wey408,SAMEA7724283,Banana cropland soil microbial communities from Singapore - Seedorf71.BP1soil.24,,,qiita_sid_13114:13114.seedorf.71.s001,Bulk_Seed_PNNL
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297481'],nmdc:bsm-11-e2crm806,SAMEA7724379,"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s057",13114.thomas.19.s057,,qiita_sid_13114:13114.thomas.19.s057,
